label,text-cat,pm-cat,sa-cat,cond-cat,Gloss of PM,Notes,Speech token
tm, if you think back to a television screen as being rows of pixels and so for example you could imagine the square up there being a pixel frame 256 by 256 you can actually digitise images now ,q,A,N,,,S2A-051 009
ifh, And as a result of the increase in `technology' if you like it's now possible to resolve certainly microtubules which are only uhm .025 microns across by using rather sophisticated computer techniques ,q,A,N,,,S2A-051 023
res,the idea of motility is to bring them to a food source or if they're using photosynthesis to bring them to a light source where they can carry out that process ,p --> q,A,Y,,,S2A-051 030
res, if you use the right technology you can actually track down to the cell ,p --> q,A,Y,,,S2A-051 060
dir," if I can press the right button it will in fact, I hope... (068) I've even brought my bicycle light for this because I've been caught out on this before",p --> q,C,Y,,,S2A-051 067
res, if not too many people slam the door on the corridor then in fact ,q',A,Y,you can hear/see it,,S2A-051 073
res, If you get something swimming in the medium then it won't ,p --> q,A,Y,,,S2A-051 081
res,I think if you watch it really HARD it's difficult to believe it's moving ,q,A,Y,,even if,S2A-051 088
dir, if you look at my fingers when light is shone through them they're predominantly red ,p --> q,D,N,,,S2A-053 001
tm," if you notice the red trace, the oxygenated haemoglobin, has a different absorbency from the blue trace, the deoxygenated haemoglobin ",q,A,N,,,S2A-053 008
res," If we try to send light through significant thicknesses of tissue although the water would not absorb the light, haemoglobin in this region will absorb very powerfully ",p --> q,A,Y,,,S2A-053 012
res, if we move out into the near infrared the absorption of the haemoglobin drops dramatically ,p --> q,A,Y,,,S2A-053 013
dir,And in this near infrared region if we look at the expanded diagram on the top right-hand corner again you'll see that there is still a difference in the absorption spectrum from the oxygenated to the deoxygenated haemoglobin ,p --> q,D,Y,,,S2A-053 015
res, if we can send light through tissues and somehow return the AMOUNT of light that's absorbed by the oxygenated and the AMOUNT that's absorbed by the deoxygenated haemoglobin we can MEASURE non-invasively the oxygenation of the blood and the tissues and we can measure the oxygenated blood in the brain ,p --> q,A,Y,,,S2A-053 016
dir, If we go through some very simple biochemistry because as I'm a physicist I've got no standing on this ,p,C,N,,no consequent,S2A-053 018
inf, If they thought by shining light through tissue we can MEASURE the amount of oxidized and induced cytochrome we can MEASURE the oxygenation state of the cells of the tissues ,q,A,Y,,,S2A-053 037
res," If we have a beam of light of low intensity, we send it through a sample containing an absorbing material of concentration C and extinction <unclear-words> (051) the emerging intensity will be related to the incoming intensity by this law ",p --> q,A,Y,,,S2A-053 048
res, If we shine light through this cell the emerging intensity will be related to the incoming intensity by this law ,p --> q,A,Y,,,S2A-053 051
res, if we take a log ratio of i0 over i we get thing called the attenuation of the <unclear-word> densities ,p --> q,A,Y,,,S2A-053 052
res, if we have a detector over here we can only catch SOME of the light ,p --> q,A,Y,,,S2A-053 059
res," if light doesn't just emerge on this side it will be back, scattered and coming out in side, front and back ",p --> q,A,Y,,,S2A-053 062
res, if we HAD a light source and a detector then if the absorption in this material changed we would measure change in micro intensity here (067) and we could probably relate the change in intensity here to the change in concentration ,p --> q,A,Y,,,S2A-053 066
res, if the absorption in this material changed we would measure change in micro intensity here ,p --> q,A,Y,,,S2A-053 066
res, if we have a detector here in place of your eye we could probably measure CHANGES in attenuation and relate them to CHANGES in concentration of our absorber ,p --> q,A,Y,,,S2A-053 084
res, what happens if we actually add the same amount of absorber to the scattering material? ,p --> q,A,Y,,,S2A-053 085
dir, the reason is that if I just go back one slide the attenuation that we measure is proportional to this ,p --> q,D,N,,,S2A-053 091
inf, if I want to quantitate concentration changes I not only have to MEASURE changes in the attenuation (100) but I also have to know what the pathlength is inside the scattering material ,p --> q,A,Y,,backtracker,S2A-053 099
res, If this was not a scattering material then if I plotted attenuation against the amount of absorber or the absorption coefficient... (105) I would expect to get a linear plot ,p --> q,A,Y,,,S2A-053 103
res, if I plotted attenuation against the amount of absorber or the absorption coefficient (105) I would expect to get a linear plot ,p --> q,A,Y,,,S2A-053 103
res, if I plotted attenuation against absorption coefficient I would expect to get a linear plot ,p --> q,A,Y,,,S2A-053 105
res," if you accept for a minute that I can measure this pathlength factor then, in theory, we can do some genuine measurements, spectroscopic measurements, across scattering materials like the babies' brains ",p --> q,A,Y,,,S2A-053 122
dir, If you'd like to go to your machines ,p,D,N,,no consequent,S2A-054 017
dir, Gareth if you'd like to lead ,p,D,N,,no consequent,S2A-054 018
dir," If you'd like to take a right-hand circle, quite tight, quite gently ",p,D,N,,no consequent,S2A-054 021
res, use the brake if necessary to stop it ,p --> q,D,Y,,,S2A-054 022
dir, if you go straight into a left hand circle keeping the bike leaning towards you all the time ,p,D,N,,no consequent,S2A-054 031
res,Obviously if you've got an electric start use that ,p --> q,D,Y,,,S2A-054 061
res, if the engine is in fact cold I also will want you to use the choke ,p --> q,D,Y,,,S2A-054 062
dir, if you'd like to put on your helmet ,p,D,N,,no consequent,S2A-054 063
dir, If you'd like to engage neutral ,p,D,N,,no consequent,S2A-054 076
res, don't be discouraged if you don't pick things up quite as quickly as everyone else ,p --> q,D,Y,,,S2A-054 101
res, If YOU can demonstrate your ability to ride a bike safely on the road he will issue you with a certificate of validation ,p --> q,A,Y,,,S2A-054 135
res, If you're going to practise these manoeuvres then choose somewhere quiet ,p --> q,D,Y,,,S2A-054 142
res, If you choose a housing estate like this keep your eye open for small children or for pedestrians who may NOT have their eye open for YOU ,p --> q,D,Y,,,S2A-054 143
res, pull away if it is clear ,p --> q,D,Y,,,S2A-054 155
res," if all is clear a lifesaver, (180) and cross the road ",p --> q,D,Y,,,S2A-054 179
res, If there's any doubt wait ,p --> q,D,Y,,,S2A-054 190
res, if your path is blocked wait ,p --> q,D,Y,,,S2A-054 211
res, Keep going if it's clear ,p --> q,D,Y,,,S2A-054 229
inf,Now if YOU'RE one of those people who's ever complained late at night of the neighbours returning home and slamming their car doors you'll wish they had one of THESE ,p --> q,A,Y,,,S2A-055 019
res, if you just push the doors to they automatically close themselves ,p --> q,A,Y,,,S2A-055 019
inf,And if that's not enough it has a wacky graphic equaliser as well ,q,A,N,,,S2A-055 041
res, If it decides I'm going too fast a large boxing glove springs out of the steering wheel and punches me in the face ,r,A,Y,this car controls everything,,S2A-055 055
res,You get the impression if you turned up for a day's shooting the pheasants'd die laughing ,r,A,Y,this car looks very uncool,,S2A-055 098
res, If you want to buy one of these to use primarily as a road car fine ,p --> q,A,Y,,,S2A-055 131
res,In the past if a dog or a chicken or something ran out into the road and you had to take avoiding action early Range Rovers used to roll around and give the impression they weren't really going to change direction at all ,q,A,N,,,S2A-055 155
res, it's much MORE useful if we can somehow get a direct measurement right from the larynx without everything else superimposed on that information ,p',A,Y,we want to get a direct measurement,,S2A-056 014
res, if we had something that went in the mouth or up the nose and and down the back of the mouth to look at the larynx---which they do do then that would actually interfere with your ability to speak ,p',A,Y,something that goes in the mouth would not be a good instrument to use to measure speech,,S2A-056 019
tm, if we imagine them starting together then they'll peel apart fairly slowly ,p --> q,A,Y,,,S2A-056 041
tm,Now if we plot the current flow with a laryngograph what we find is that we get this characteristic waveform ,p --> q,A,Y,,,S2A-056 044
tm,Now when the vocal folds are open if you remember back to this this one here then what we can see is that the current can only flow really around the outsides ,q,A,N,,,S2A-056 046
dir," If we just look at the first one OK, we have the laryngograph trace at the bottom ",p --> q,D,N,,,S2A-056 068
tm, If we look at much more breathy voice then we find that we have a closing and opening but a much longer open phase ,p --> q,A,Y,,,S2A-056 073
dir,And if I just play you a little example of this ,p,C,N,,no consequent,S2A-056 081
dir,So if I (demonstrates type of speech),p,C,N,,no consequent,S2A-056 082
res, if I whisper it disappears altogether ,p --> q,A,Y,,,S2A-056 083
res, But if I voice the voice comes back ,p --> q,A,Y,,,S2A-056 084
res, it's much easier for them to to HEAR how well they're doing if they have this direct feedback ,p',A,Y,it is a benefit of this machine that they can get direct feedback,,S2A-056 111
res, If we have something like very breathy voice like <aaaah> with lots of air flow then what happens is the vocal folds close and open as they do above ,p --> q,A,Y,,,S2A-056 132
res, if we have some very creaky voice which would be <aaaah> with very irregular vibration which is my voice is tending to today then you have the vocal folds closing and then opening very very slowly ,p --> q,A,Y,,,S2A-056 135
ifh,"Now one of the things that begins to happen I think in the 1770s in particular is the caricaturist that picks on particular individuals and presents a kind of unrelenting, a sort of repetition of a particular way of looking at them, a particular `image' of them if you like ",q,A,N,,,S2A-057 072
pch, This is if anything MORE topical ,q,A,N,,,S2A-057 087
dir, you'll notice if you look how naturally Fox takes on this role and how his sort of large belly is exaggerated ,p --> q,D,Y,,,S2A-057 095
tm," if you remember we looked at the index to Mrs George and it became very clear I think that Fox was the subject of an immense number of caricatures, particularly in the eighties and nineties ",q,A,N,,,S2A-057 103
res," And this is a French Revolutionary satire which projects, as it were, the fate of the British government if the French were to invade in 1793 ",p --> q,A,Y,,,S2A-057 106
res, if the French invade they will put Charles James Fox into power ,p --> q,A,Y,,,S2A-057 107
ifh, He `perverts' if you like sort of high art quite often ,q,A,N,,,S2A-057 135
ifh, So the `levels' if you like of potential absorption of these images ,q,A,N,,,S2A-057 140
dir, if you just go shift and F8 we can change ,p --> q,D,Y,,,S2A-058 006
res, if you wanted to change that all you have to do is type in `7' and then you can put any number you want ,p --> q,D,Y,,,S2A-058 030
inf, If I want twelve just type in twelve ,p --> q,D,Y,,backtracker,S2A-058 043
inf, we can change things like the line margins and the tab set and you can put in whatever you like to make it sensible if you're going to do any tables ,p --> q,A,N,,,S2A-058 047
inf, If we want to get change type in number two we can change whether in fact we have margins at the top and the bottom ,p --> q,A,N,,,S2A-058 050
dir, If perhaps I put something like `CO2' ,p,C,N,,no consequent,S2A-058 060
dir, If I then go to font ,p,C,N,,no consequent,S2A-058 068
ifh, We could actually have superscript if you wanted power ,q,A,N,,,S2A-058 075
res, come back next week if there's anything in particular that you still haven't mastered yet ,p --> q,D,Y,,,S2A-058 081
res, if you're not careful when you then transfer the file to the printer you'll have to reset or redo the format ,p',D,Y,be careful when you transfer the file to the printer,,S2A-058 088
tm, if you take a deeper exposure of this object you'll see faint lobes extending right down here ,p --> q,A,Y,,,S2A-058 106
tm, if we look at it in a different frequency range you can see that what appeared to be a fairly simple circular PN is now a PN with an apparent jet ,p --> q,A,Y,,,S2A-058 109
dir," if you look at the centre this is one of the first known PNs discovered in, I don't know, eighteen hundred or so, and it's called the helix nebula for obvious reasons ",p --> q,D,N,,,S2A-058 111
tm, If you take a long deep exposure you'll find that its structure changes quite dramatically ,p --> q,A,Y,,,S2A-058 113
dir, now if you'd come round here we have the Ottomans ,p --> q,D,N,,,S2A-059 001
res, Some were drafted into the army if they were suitable for that ,q,A,Y,,,S2A-059 039
dir, Now if you come round here we have the Indian roll ,p --> q,D,N,,,S2A-059 050
res,(070) here a young man has fortunately been able to draw a bow in the presence of a king a Hindu king (071) If he hadn't he would have had his head cut off and strung up like the other unfortunate there ,p --> q,A,Y,,,S2A-059 071
res, if any of you DO have a slide of it in your back pocket then do come and speak to me afterwards ,p --> q,D,Y,,,S2A-060 008
ifh," this was uhm a uhm a `problem' if that's the word that assailed Byzantium in the early eighth century in the seven twenties, when they convinced themselves that we shouldn't have portraits of Christ and the Virgin and the saints shown in human form ",q,A,N,,,S2A-060 090
tm, if you look back to Ravenna you can see perhaps a reason why this rather unlikely looking saint should have made his appearance in Torcello ,p --> q,A,Y,,,S2A-060 116
res, If I make a mistake about it and as a result lead you into doing an injustice to one side or the other there is a higher court that can put it right and correct my error ,p --> q,A,Y,,,S2A-061 011
res, If there isn't any on a particular point you mustn't invent it in your own minds or make guesses ,p --> q,D,Y,,,S2A-061 019
pch,"That doesn't mean that you automatically have to accept everything said by the plaintiffs or their witnesses, although you may well do so in most if not all respects where it is uncontradicted ",q,D,N,,if not,S2A-061 022
res," Don't imagine invent or guess as to what the editor of the Tatler, one of the defendants, or anyone else who might or might not have given evidence, or might or might not have said this that or the other in the witness box if he or she had been called ",q,D,Y,,,S2A-061 025
res, if evidence isn't called then you do without it ,p --> q,D,Y,,,S2A-061 027
res, If you remember something you think is important which I don't mention in my summing up you give such weight to it as you think right ,p --> q,D,Y,,,S2A-061 034
res, So act on it if you think it right ,p --> q,D,Y,,,S2A-061 038
res," If you think that in the summing up or in the trial, I've expressed or hold any opinions on the evidence on the facts in the case ignore them, unless you happen to agree with them ",p --> q,D,Y,,,S2A-061 039
res, You may find it convenient if he or she acts as a sort of chairman of any discussions you may have ,p',D,Y,you may ask him or her to act as a chairman of any discussions,,S2A-061 043
res, if it were to arise (051) I'll give you further directions ,p --> q,C,Y,,,S2A-061 048
res, it would only do so if over a substantial period of time you've been unable to agree on your verdict ,p --> q,A,Y,,,S2A-061 050
res,"In a criminal case, members of the jury, if you'd been sitting on a jury down at the Old Bailey you'd've been told that the prosecution has to prove guilt so that the jury is SURE of guilt, to prove the case as is sometimes put `beyond reasonable doubt' ",p --> q,A,Y,,,S2A-061 067
res, if the plaintiff has succeeded on those four points then he or she will get damages ,p --> q,A,Y,,,S2A-061 085
res," when it comes to damages, it's again up to the plaintiff on the balance of probability, on the tipping of scales if there's any matter that's disputed to show you that he or she is right ",q,A,Y,,,S2A-061 086
dir," if you wouldn't mind opening it for the last time as far as I am concerned, the September 1989 Tatler ",p,D,N,,no consequent,S2A-061 089
tm, if you look inside the magazine it's Miss Kylie Minogue ,q,A,N,,,S2A-061 090
dir," if you open it up where you are very familiar, page a hundred and eight, I think it is in mine that's a spread showing the border country between England, North of England and the South of Scotland, and various houses, castles or whatever, with the names of the owners or residents and little drawings ",p --> q,D,N,,,S2A-061 097
res, if we were looking at English figures there wouldn't be much doubt about it ,q,A,Y,there is some doubt whether this person is male or female,,S2A-061 104
dir," if you turn over you then get the open spread on pages a hundred and ten and a hundred and eleven, a hundred and twelve and a hundred and thirteen (108) And you've got on page a hundred and eleven, bottom left hand corner, what is being complained of ",p --> q,D,Y,,,S2A-061 107
ifh,"She was then a stable, outgoing person, on the `plump side' if I may respectfully say so , fun-loving, sociable, independent, confident, happy-go-lucky, with a good marriage, including the sexual side, and in general she had very good health",q,A,N,,,S2A-062 011
res, if she can achieve that to an acceptable degree then her depression will completely disappear ,p --> q,A,Y,,,S2A-062 134
res, If her body does not reject the bone graft which Mr James has done and does not become infected it is probable she will need a further operation during the period September to December of this year ,p --> q,A,Y,,,S2A-062 137
ifh, This ruling will be taped and the transcript can be obtained if desired by any party ,q,D,Y,,,S2A-063 001
ifh, I think it's helpful just to read part of that paragraph if only to say this ,q,D,Y,,if only to,S2A-063 050
ifh, the defendants certainly if I may descend to the homely `put their running shoes on' at any stage in the proceeding ,q,A,N,,,S2A-063 057
inf, I do find it rather difficult to comprehend if all turns on his assessing ,q,A,Y,,,S2A-063 089
res, if you are in doubt about any particular witness or matter have a word with your leader ,p --> q,D,Y,,,S2A-063 097
res,"Mr Grey has suggested to the Court this morning that if intention had been ORIGINALLY pleaded then he would not have been able to pursue his striking out application even before this Court, let alone the Court of Appeal ",p --> q,A,Y,,,S2A-064 023
inf," if this is simply a case, as Mr Brown puts it, of realising that the particular hole has been stopped up to avoid any further argument (027) it seems to me that the inference of intention can be as readily drawn as not ",q,A,Y,,,S2A-064 026
ifh,"Well this case is of sufficient length that it will be before this matter has to be argued before the jury or before me at a later stage, plenty of time for a request if so advised for further and better particulars to be made ",q,D,Y,,,S2A-064 034
res, If there's any dispute about it I will make an appropriate ruling ,p --> q,C,Y,,,S2A-064 036
res," if they'd DEALT with this settlement that, in return for the payment of a large sum by way of damages and costs and an agreement probably, Mr Slipper would withdraw the second action in relation to The Listener and to the Edinburgh Festival showing of the film",p',D,Y,they should have dealt with the action,,S2A-064 046
res,(049) I've no doubt that he wishes very much there wasn't an exemplary damages claim (051) If it wasn't there this case would be a great deal shorter ,p',A,Y,we all wish it wasn't there,,S2A-064 051
dir, if we LOOK at the apology at page D7 the BBC accept in the last sentence there is no truth in a number of allegations and apologises for them ,p --> q,D,N,,,S2A-064 083
inf, If there was no agreement beyond the initial agreement then the arbitrators were restricted to making an award in respect of TWO instalments of the hire which is what the charterers contend ,p --> q,A,Y,,,S2A-065 065
inf,"On the other hand if their jurisdiction or their authority was extended as successive instalments became due then they DID have the jurisdiction which they exercised to make an award in respect of the initial two, plus a further four instalments making a total of six ",p --> q,A,Y,,,S2A-065 066
inf," if it were the case that any former employee of the company was at liberty to use this information there would be no reason why they, as former directors, should be in any worse a position ",q,A,Y,,,S2A-066 005
res," the guidelines in the <unclear-word> case require me to consider first, uh whether uh damages would be an adequate remedy for the plaintiff if it were successful at the trial ",q,D,Y,,question,S2A-066 013
res, if they would be then the enquiry goes no further ,p --> q,A,Y,,,S2A-066 014
res, if one assumes that the plaintiff would pick up the whole of this business then the loss which it would suffer without an injunction is whatever would be the profit on that figure ,p --> q,A,Y,,,S2A-066 022
res, if they can no longer buy from the defendant they may well find someone else ,p --> q,A,Y,,,S2A-066 026
res, their reputation would suffer if the rival product were allowed to appear ,p',A,Y,they do not wish the rival product to be allowed to appear,,S2A-066 031
res, damages would not be an adequate remedy for the defendants if THEY turned out at the trial to be right ,p --> q,A,Y,,,S2A-066 056
res, that means having regard to the course which is least likely to cause injustice if it turns out at the trial that an injunction should or should not have been granted ,q,C,Y,,,S2A-066 059
res," If I refuse the injunction and it turns out at the trial that the plaintiff was right there is a risk, possibly a high risk, that the plaintiff will be unable to recover his damages ",p --> q,A,Y,,,S2A-066 060
res," if I grant an injunction and it turns out at the trial, or more realistically, it would've turned out at the trial that the defendants were right then it seems to me that there is a risk that the defendants will have been put out of business before or even without the merits of the trial having been investigated ",p --> q,A,Y,,,S2A-066 062
inf, the injustice which may be caused by the erroneous grant of an injunction is considerably greater than that which would be caused if it were to be mistakenly refused ,p',D,Y,the injunction must not be mistakenly refused,,S2A-066 063
inf,"(069) In any event I have to decide the case on the assumption that the defendants may turn out to be right (070) and if that is the case it's never a very attractive argument to say that because the plaintiffs hold the field there's no competition, therefore that is how matters should continue ",q,A,N,,,S2A-066 070
ifh,Well now how did this accident happen? if it did happen ,q,D,Y,,question,S2A-067 017
dir, Now if I can just pause there ,p,C,N,,no consequent,S2A-067 090
dir, it's helpful if I note what Mr Henwood said about this in the course of his evidence ,p --> q,C,Y,,,S2A-067 113
res, if it had been necessary for that note to have been admitted in evidence it would have been readily admitted in evidence under the provisions of the Civil Evidence Act ,p',A,Y,it was not necessary for the note to be admitted in evidence,,S2A-067 194
inf,And in my respectful submission if those circumstances do NOT apply then paragraph three does not apply ,q,D,Y,,,S2A-068 057
inf," If that is right then it cannot be said with any degree of certainty, or even on balance of probabilities, that simply on this particular piece of evidence, that that vessel had been used to import cannabis from west Africa ",q,A,Y,,,S2A-068 097
res, if it was grown over here it would be lighter in colour ,p',A,Y,it was not grown here,,S2A-068 100
res,Mr Lehrer would have said to him do you mind if I put Lampitt's in touch with you ,p --> q,D,Y,,question,S2A-070 020
res," if they had been in a truly expansionist mind he would have seen them at the company's premises, and people would have been allowed to know that he was there and they would have had an eye to buying other people's businesses ",p',A,Y,they had not been in an expansionist mind,,S2A-070 030
res, if it grew any more it would be quite beyond his capacity himself ,p --> q,A,Y,,,S2A-070 067
res, he had to make a clean sweep of the people running his company if he was to go on running it ,p',C,Y,he didn't want to go on running his business,,S2A-070 073
ifh, he encouraged him Mr Lehrer if he was interested to approach Mr Lampitt ,q,D,Y,,,S2A-070 084
res, he'll meet President Saddam and renew contacts with America if it could lead to a peace process ,q,C,Y,,,S2B-001 019
inf,"The position of the World War Two battleship Missouri has not been disclosed but if her sixteen inch guns are bombarding Iraqi bunkers with their one ton shells she must be positioned offshore somewhere, here, within their range, some twenty miles ",q,A,Y,,,S2B-001 033
inf,These chemicals could be absolutely devastating for people who live in the vicinity of the chemical plant because if there is a sufficient tonnage of chemicals in the plant and they have been released then those chemicals are toxic in very small amounts (078) So I think people in vicinity of the plant are at great risk and there could've been many deaths ,p --> q,A,Y,,,S2B-001 077
inf,Experts say that if these plants ARE being destroyed without endangering civilians it may be because the chemicals and germs they contained have already been moved out either to more secure storage facilities or to the battle zone ,q,A,Y,,backtracker,S2B-001 091
res, If only the SPANISH would lower their interest rates to weaken the peseta then Mr Lamont would have more leeway to lower Britain's without the pound falling out of the Mechanism ,p',A,Y,It would be beneficial if the Spanish lowered their interest rates,,S2B-002 051
res,ALL that reduction shall take place by means of voluntary early retirement or by voluntary severance if the voluntary early retirement doesn't meet all that need ,p --> q,A,Y,,,S2B-002 074
res, If it was Mr Heseltine forty-nine per cent said they'd vote Conservative ,p --> q,A,Y,,,S2B-003 010
res, If it was Mr Major the Conservative vote would be forty-seven per cent ,p --> q,A,Y,,,S2B-003 013
res, If it was Mr Hurd forty-five per cent said they'd vote Conservative and forty-one per cent would vote Labour ,p --> q,A,Y,,,S2B-003 016
ifh, In no sense where necessary and IF necessary would I be afraid to make changes in government policy ,q,C,Y,,,S2B-003 031
inf, If it's somebody who's going to win the next election unquestionably it should be Michael Heseltine ,p --> q,A,Y,,,S2B-003 075
inf, If it is somebody who is going to be in the long term interest of the country in most respects it should almost certainly be John Major ,p --> q,A,Y,,,S2B-003 076
inf, If so soundings here so far suggest the MP would vote for Mr Heseltine ,q,A,N,,,S2B-003 090
res, I mean you're never going to succeed anywhere if you're always sort of bland and easy and so on ,p',A,Y,it's good that he wasn't always easy going,,S2B-003 155
res,(084) Is there going to be a conservative leadership election (085) and if so who will be brave enough or foolhardy enough to stand against Mrs Thatcher ,q,D,Y,,question,S2B-006 085
inf, If there's going to be somebody then I don't know of anybody ,q,A,N,,,S2B-006 092
inf, what would be the point of anyone standing if they didn't stand any chance ,q,D,Y,,question,S2B-006 106
res, if we had another stalking horse it would look rather ludicrous ,p',A,Y,we should not have another stalking horse,,S2B-006 110
res,"any other party if they have an election campaign they assume they really are competing for the leadership and saying, you know, vote for me and I'll be the next Prime Minister ",p --> q,A,Y,,,S2B-006 124
res,what we do is have a machinery which is good democratic machinery to ensure that if there is an election then the person who is elected does command the support of the overwhelming majority of the parliamentary party ,q,A,Y,,,S2B-006 127
inf,but if people don't come forward then we can hardly criticise the machinery ,q',D,N,it's not the machinery's fault that no one has come forward,,S2B-006 128
res," The task for Mrs Thatcher now is to reinforce her own authority, establish an agreed strategy on Europe, and brace herself for a difficult time in the Commons not least if the Tories suffer a significant setback in by-elections on Thursday ",q,A,Y,,especially if,S2B-007 030
res, If an agreement is NOT reached talks on fairer competition and world trade could collapse ,p',A,Y,it is beneficial that an agreement is reached,,S2B-007 035
res, even if the new company were to transmit ONLY from a European satellite it would always have to work within a regulatory framework ,q,A,Y,,even if,S2B-007 038
res,He said he hoped satellite television would now be successful but if it were not possible for the NEW company to continue on BSB satellite it would not escape regulation ,q,A,Y,,even if,S2B-007 041
res, If he supports Mr Chandra Sheka he will be accused of running away from responsibility by not trying to form a government himself ,p',A,Y,he should not support Chandra Sheka,,S2B-007 058
res, If he forms what would be an unstable government he would probably be unable to stem the current violence in the country or curb inflation fuelled by the Gulf crisis ,p',A,Y,he should not form an unstable government,,S2B-007 059
res, In time if peoples and governments were so to choose a common currency could evolve towards a single currency ,q,A,Y,,,S2B-007 073
inf,But if that happens it would be the result of choice not of imposition ,p --> q,A,Y,,backtracker,S2B-007 074
ifh,So you as businessmen I mean if I can lump you all together rather crudely do want to get to a situation where you're using the same money to put it bluntly ,q,A,N,,,S2B-007 090
res, If the hard ecu plan for example were accepted if it developed in the way that John Major and Douglas Hurd say it would develop businessmen began to use it and so on do you think that from there to the single currency would be an easy step and one which people in this country would want to make by choice? ,p --> q,D,Y,,question,S2B-007 095
res,"If the hard ecu plan for example were accepted if it developed in the way that John Major and Douglas Hurd say it would develop, businessmen began to use it and so on do you think that from there to the single currency would be an easy step and one which people in this country would want to make by choice ",p --> q,D,Y,,question,S2B-007 095
res,there's a little bit of worry about if you have a single currency who runs it? ,p',A,Y,I'm not sure we should have a single currency,question,S2B-007 112
res,He said if he stayed silent the British government would be able to say the country was united for war ,p',C,Y,I will stay silent,,S2B-009 020
res, he must not be too far off the second person if he doesn't manage to get second himself ,q,A,Y,,,S2B-009 089
res, If he's way behind the second person if he has a weak vote less than three figures then he's not going to be able to put himself forward as a credible compromise candidate on the third ballot ,p',A,Y,he must not be too far off the second person,,S2B-009 090
res,If he's way behind the second person if he has a weak vote less than three figures then he's not going to be able to put himself forward as a credible compromise candidate on the third ballot ,p',A,Y,he must not be too far off the second person,,S2B-009 090
res, the party would unite behind a teenage mutant ninja turtle if they were convinced that the turtle would beat Neil Kinnock ,r,A,Y,the party don't want Neil Kinnock to win,,S2B-009 104
inf, even if the midnight deadline is not immediately followed by fighting the diplomatic process has run its course ,q,A,N,,even if,S2B-010 047
inf, if one was looking for a word to sum up the mood then in the UN tonight what would it be? ,p --> q,D,Y,,question,S2B-010 068
tm," if you're a member of the Security Council, a member of the United Nations you cannot be seen to have packed up, closed shop, gone home, twelve hours before the deadline ",p --> q,D,Y,,,S2B-010 081
res, French troops deployed in the Gulf SHOULD fight if hostilities begin ,p --> q,D,Y,,,S2B-010 119
res, if they could get through to his characters and the story that he wished to tell he didn't really mind at all what adults felt about them ,q,A,Y,,,S2B-011 014
res, the volunteer reservists if they do volunteer they won't be taken straight out to the GULF in those roles (039) will they?,q,D,Y,,question,S2B-012 038
res, if additional people are required they've got to be called from the reserves ,p --> q,D,Y,,,S2B-012 050
res,(052) these fleet reservists (054) if they're in the end called up if not enough of them volunteer they'll have to go will they? ,p --> q,D,Y,,question,S2B-012 053
res,if they're in the end called up if not enough of them volunteer they'll have to go will they? ,p --> q,D,Y,,question,S2B-012 053
res, I would be very surprised if they don't get that number from people who've recently been serving in the navy ,p',A,Y,I expect them to get that number of people who've recently been serving in the navy,,S2B-012 056
inf," I asked Patrick Seal, a writer and expert on Arab affairs, about the importance of such a summit if it goes ahead ",q,D,Y,,question,S2B-012 103
res, there might well be animosity towards uh British and other nationals especially if they're of those countries taking part in any hostilities which involve Iraq ,q,A,Y,,especially if,S2B-012 130
ifh, There's a very interesting behind the scenes discussion `wrangling' if you like going on about how that should be done ,q,A,N,,,S2B-012 144
res," if there had been a common foreign and a common defence policy before the Gulf crisis and during the Gulf War it would've been that Europe would've kept right out of it, had nothing to do with it (051) and we would've been constrained and prevented from helping the Americans and from doing what we know to be right in (052) dealing with Suddam Hussein in Iraq ",p',A,Y,there should have been a common foreign and defence policy,,S2B-013 050
inf, if that is going to be the result and we would by majority voting have been voted right out of OUR policy then nothing of that sort is acceptable to the British ,p',A,Y,that should not be the result,,S2B-013 053
ifh, if I may I would like to add one final word to the families of those men who are engaged in this conflict in the Gulf ,q,C,Y,,,S2B-014 043
inf, If the Iraqis were to succeed if they were to get away with what they have sought to do over the last few months then I think that would be intolerable not just for Kuwait but for the rest of the world ,p',A,Y,the Iraqis should not be allowed to succeed,,S2B-014 053
inf,If the Iraqis were to succeed if they WERE to get away with what they have sought to do over the last few months then I think that would be intolerable not just for Kuwait but for the rest of the world ,p',A,Y,the Iraqis should not get away with what they have sought to do,,S2B-014 053
res, If there is a continued engagement with the Republican Guard at some stage it could be drawn out ,p --> q,A,Y,,,S2B-016 065
res, America will be unhappy if he Saddam Hussein stays in power ,p --> q,A,Y,,,S2B-016 071
inf, if civilians DID die he's sorry ,p --> q,C,Y,,,S2B-016 085
inf, if there are lessons to be learnt we should be learning them ,q,A,Y,,,S2B-016 093
res,Maybe it is that if six of the best economists write to The Times we get a half per cent off the interest rate ,p',D,Y,economists should write more letters,,S2B-016 106
inf, the Prime Minister will now know bluntly that many MPs are worried even if most still oppose a leadership challenge ,q,A,N,,even if,S2B-017 038
res," dissident backbenchers will still seek to mount a challenge, with Mr Heseltine waiting in the wings if the stalking horse gathered enough support ",p --> q,A,Y,,,S2B-017 039
res, The Foreign Secretary Douglas Hurd would then be under strong pressure to oppose Mr Heseltine if the Prime Minister withdrew ,p --> q,A,Y,,,S2B-017 040
